iter	RMSE
425	0.01482287983
426	0.01481357884
427	0.01480192732
428	0.0147897209
429	0.01477242509
430	0.01476091326
431	0.01473017017
432	0.01472480492
433	0.0147138297
434	0.01469748162
435	0.01467289419
436	0.01465313569
437	0.01464506458
438	0.01463088353
439	0.01460223576
440	0.01460097618
441	0.01458440795
442	0.014581293
443	0.01455380545
444	0.0145308054
445	0.01450682389
446	0.01450579103
447	0.01448947864
448	0.01446767194
449	0.01445200536
450	0.0144206393
451	0.01440386047
452	0.01436909293
453	0.01433801736
454	0.01431621634
455	0.01430117212
456	0.01428683008
457	0.01426148953
458	0.01425628089
459	0.01424485718
460	0.01422565449
461	0.01420032162
462	0.01417018449
463	0.01413408053
464	0.01411808745
465	0.01409312877
466	0.01406455122
467	0.01404022625
468	0.01402930971
469	0.01402853123
470	0.01401439025
471	0.01398603896
472	0.01395822628
473	0.01395594845
474	0.01394500207
475	0.01393580474
476	0.0139070435
477	0.0138828974
478	0.01386417105
479	0.01384432333
480	0.01383402314
481	0.01382650817
482	0.01380929466
483	0.0137782564
484	0.01376199521
485	0.01374131144
486	0.0137374466
487	0.01371478165
488	0.0136959426
489	0.01367911857
490	0.01366980756
491	0.0136419122
492	0.01361614851
493	0.01360936773
494	0.01358855117
495	0.01356891169
496	0.01355013688
497	0.013534003
498	0.01352206651
499	0.01349651881
