iter	RMSE
0	0.1198699996
1	0.1103220985
2	0.1027144095
3	0.09523420346
4	0.0885493217
5	0.08278481869
6	0.07722232002
7	0.07221564147
8	0.06779794144
9	0.06385104911
10	0.06034845803
11	0.05717579258
12	0.0545135299
13	0.0521328279
14	0.04969049016
15	0.04768584493
16	0.04588930103
17	0.04448985282
18	0.04305491895
19	0.04173310522
20	0.04078108854
21	0.03980476779
22	0.03887596331
23	0.03820693334
24	0.03751940871
25	0.03697438842
26	0.03649001758
27	0.03601711503
28	0.03559986272
29	0.03522983976
30	0.03483573298
31	0.03451907025
32	0.03425332117
33	0.03392132165
34	0.03370902172
35	0.03341683396
36	0.03323380613
37	0.03297213094
38	0.03279925875
39	0.03265936182
40	0.03247236875
41	0.03226949409
42	0.03207805285
43	0.03188276479
44	0.03181996329
45	0.03168946413
46	0.03154421033
47	0.03135809066
48	0.0312096553
49	0.03104555451
50	0.03091199355
51	0.03075011649
52	0.03062738037
53	0.03048851365
54	0.03043797256
55	0.03031478158
56	0.03024206497
57	0.0301155892
58	0.03000303234
59	0.02988968328
60	0.0298116935
61	0.02971725276
62	0.02963211144
63	0.02952714562
64	0.02942629641
65	0.029304078
66	0.02922768193
67	0.02912896852
68	0.02905758159
69	0.02897554241
70	0.02888270305
71	0.02876924133
72	0.02869018479
73	0.02858931417
74	0.02852146477
75	0.02842506404
76	0.02833959754
77	0.02826705229
78	0.02823044025
79	0.02815827201
80	0.02806767542
81	0.02796395608
82	0.02783607313
83	0.0277621978
84	0.02770837233
85	0.02763387298
86	0.02753897154
87	0.02748438549
88	0.02743726543
89	0.02737091991
90	0.02729307048
91	0.02721713277
92	0.02715407848
93	0.02707876556
94	0.02703013562
95	0.02695794495
96	0.02691985869
97	0.02682584555
98	0.02671617004
99	0.02665857472
100	0.02657519139
101	0.02650552384
102	0.02645742762
103	0.02636281375
104	0.02629289685
105	0.02624122641
106	0.02622804375
107	0.02618303557
108	0.02612575562
109	0.02606792926
110	0.02598610906
111	0.0258884354
112	0.02584535744
113	0.02573069531
114	0.02564742134
115	0.02553486304
116	0.0254893873
117	0.02538785005
118	0.02527874041
119	0.02516996662
120	0.02506737414
121	0.02501287358
122	0.02494482649
123	0.02486417883
124	0.02482343336
125	0.02477908114
126	0.02473670022
127	0.02469995966
128	0.02460605166
129	0.02455175363
130	0.02447320192
131	0.02444271416
132	0.02443292573
133	0.02435122213
134	0.02430830204
135	0.02422818503
136	0.02418216305
137	0.02413977971
138	0.02404832999
139	0.02398567909
140	0.02396384649
141	0.02390349345
142	0.02382686698
143	0.023743179
144	0.0237146108
145	0.02364450078
146	0.02357970708
147	0.02348075263
148	0.0234223814
149	0.02337519895
150	0.02335438089
151	0.02328298258
152	0.02319476367
153	0.02315557875
154	0.02311391947
155	0.02302572445
156	0.02296316496
157	0.02294530588
158	0.02289768706
159	0.02284044932
160	0.02276352794
161	0.02270995924
162	0.02268990279
163	0.02263213241
164	0.02255969704
165	0.0224699558
166	0.02243513396
167	0.02240093144
168	0.0223275278
169	0.0222895138
170	0.02226864586
171	0.02223987628
172	0.02219047389
173	0.02215579818
174	0.02212636122
175	0.02206169349
176	0.02199610179
177	0.02194665313
178	0.0218785031
179	0.02183588478
180	0.02180540347
181	0.02174992844
182	0.02168710297
183	0.02163285692
184	0.02157843648
185	0.02152676421
186	0.02148465217
187	0.0214231565
188	0.02138717588
189	0.02137428733
190	0.02130891576
191	0.02125640181
192	0.02124062395
193	0.02118111999
194	0.02113239417
195	0.02110961197
196	0.02105456894
197	0.020996518
198	0.02095458737
199	0.02093193643
200	0.02088062994
201	0.02081669626
202	0.02075605489
203	0.02073230812
204	0.02069597201
205	0.0206468395
206	0.02059314787
207	0.02057496722
208	0.02053547031
209	0.02050125503
210	0.0204773242
211	0.02046361861
212	0.02041865415
213	0.02039621903
214	0.02034632449
215	0.02030498799
216	0.02023877663
217	0.02020343487
218	0.0201572151
219	0.0201009063
220	0.02007001691
221	0.02002288436
222	0.01998711144
223	0.01997085257
224	0.01992731179
225	0.01991867025
226	0.01989221276
227	0.01985625397
228	0.01981719775
229	0.01978771899
230	0.01974646904
231	0.01972322154
232	0.01968916601
233	0.01965763187
234	0.0196169116
235	0.01958649655
236	0.01956030272
237	0.01955106138
238	0.01953994576
239	0.01952590617
240	0.01951686361
241	0.01949897161
242	0.01945997067
243	0.01943546928
244	0.01942016276
245	0.01938147389
246	0.01933651131
247	0.01930883443
248	0.01928942165
249	0.01925078162
250	0.01922234179
251	0.01920623737
252	0.01918316192
253	0.01915520604
254	0.01911903964
255	0.01908079023
256	0.01903572949
257	0.01900820819
258	0.01897090885
259	0.01896264085
260	0.01892729224
261	0.01890205777
262	0.01887088059
263	0.01884460416
264	0.01883199652
265	0.01880986257
266	0.01880262898
267	0.0187852169
268	0.0187562575
269	0.01873895836
270	0.0186970221
271	0.01866295654
272	0.01863165523
273	0.01861278808
274	0.01857127895
275	0.01853705769
276	0.01851146352
277	0.01847868176
278	0.01844667804
279	0.01842517485
280	0.01840676915
281	0.01837182886
282	0.01832170013
283	0.01828799891
284	0.01825747981
285	0.01822055148
286	0.01821384709
287	0.01816572175
288	0.01814882522
289	0.01813188948
290	0.01809486186
291	0.01805167545
292	0.0180146489
293	0.01799672399
294	0.01798189766
295	0.01792224626
296	0.01791022798
297	0.01787445986
298	0.01786436703
299	0.01785448406
300	0.01782111614
301	0.01781266033
302	0.01780473903
303	0.01775926509
304	0.01772344241
305	0.01766572375
306	0.01764203965
307	0.01759526291
308	0.01757122534
309	0.01755512577
310	0.01754974957
311	0.01753077335
312	0.01751201922
313	0.01749835276
314	0.0174546312
315	0.01742080984
316	0.01739544356
317	0.01738779072
318	0.01736676901
319	0.01733335256
320	0.01732087098
321	0.01729185035
322	0.0172736666
323	0.01724142779
324	0.01719057581
325	0.01716073707
326	0.01711355686
327	0.01709229401
328	0.01706889605
329	0.0170401782
330	0.01701888814
331	0.01700924624
332	0.0169998028
333	0.01696772118
334	0.01694661836
335	0.01691794562
336	0.01689147775
337	0.01688568027
338	0.01684981119
339	0.01680233555
340	0.0167677327
341	0.01673859521
342	0.01672887374
343	0.01669742105
344	0.01668662807
345	0.01666828932
346	0.01663936291
347	0.01660077394
348	0.01656701968
349	0.01653113015
350	0.01650407267
351	0.01646260021
352	0.01643007888
353	0.01641778928
354	0.01639318383
355	0.01636673993
356	0.0163328216
357	0.01630824514
358	0.01629966583
359	0.01626030595
360	0.01625644233
361	0.01624680471
362	0.01620210075
363	0.0161756909
364	0.01616223346
365	0.01615131319
366	0.01612767764
367	0.01610246793
368	0.01609280768
369	0.01606444049
370	0.01604006594
371	0.01600122339
372	0.01596406562
373	0.01595232135
374	0.01590970533
375	0.01588409217
376	0.01584702581
377	0.0158234593
378	0.01581802451
379	0.01580847495
380	0.01580658891
381	0.01576914558
382	0.01574715602
383	0.01572110576
384	0.01569809857
385	0.0156648425
386	0.01563746197
387	0.01563370202
388	0.01560215614
389	0.01556727709
390	0.01553777618
391	0.01549255607
392	0.01547198573
393	0.01543578636
394	0.01541458254
395	0.01540253091
396	0.01536915151
397	0.01534622369
398	0.01532915989
399	0.01530340552
400	0.0152836032
401	0.01525839215
402	0.01525275329
403	0.01524483295
404	0.01523298048
405	0.01522030006
406	0.01520509753
407	0.01517752701
408	0.0151540832
409	0.01512739566
410	0.01512024929
411	0.01509387434
412	0.01505240173
413	0.0150424214
414	0.01502097978
415	0.01500053931
416	0.01496899765
417	0.01494321623
418	0.01492464228
419	0.0149053687
420	0.01489455045
421	0.01488075457
422	0.01486778827
423	0.0148660701
424	0.01485266943
